School Year,Division Number,Division Name,School Number,School Name,Subject,Disadvantaged,Test Level,Test Source,Pass Advanced Count,Pass Proficient Count,Fail Count,Pass Count,Total Count,Pass Advanced Rate,Pass Proficient Rate,Fail Rate,Pass Rate,Average SOL Scaled Score
2021-2022,7,Arlington County ,611,Gunston Middle,Mathematics,Y,EOC,SOL,               3,              23,               0,              26,              26,    11.54,    88.46,      .00,100.00,  448
2021-2022,7,Arlington County ,180,Jefferson Middle,History and Social Science,N,EOC,SOL,              11,             116,              29,             127,             156,     7.05,    74.36,    18.59,    81.41,  431
2021-2022,7,Arlington County ,180,Jefferson Middle,History and Social Science,Y,EOC,SOL,               3,              72,              51,              75,             126,     2.38,    57.14,    40.48,    59.52,  407
2021-2022,7,Arlington County ,180,Jefferson Middle,Mathematics,N,EOC,SOL,              26,              78,               2,             104,             106,    24.53,    73.58,     1.89,    98.11,  468
2021-2022,7,Arlington County ,180,Jefferson Middle,Mathematics,Y,EOC,SOL,               3,              25,               0,              28,              28,    10.71,    89.29,      .00,100.00,  456
2021-2022,7,Arlington County ,500,Kenmore Middle,History and Social Science,N,EOC,SOL,              16,              92,              26,             108,             134,    11.94,    68.66,    19.40,    80.60,  437
2021-2022,7,Arlington County ,500,Kenmore Middle,History and Social Science,Y,EOC,SOL,               1,              91,              99,              92,             191,      .52,    47.64,    51.83,    48.17,  394
2021-2022,7,Arlington County ,500,Kenmore Middle,Mathematics,N,EOC,SOL,              29,              54,               0,              83,              83,    34.94,    65.06,      .00,100.00,  483
2021-2022,7,Arlington County ,500,Kenmore Middle,Mathematics,Y,EOC,SOL,               7,              19,               1,              26,              27,    25.93,    70.37,     3.70,    96.30,  468
2021-2022,7,Arlington County ,240,Swanson Middle,History and Social Science,N,EOC,SOL,              62,             166,              16,             228,             244,    25.41,    68.03,     6.56,    93.44,  469
2021-2022,7,Arlington County ,240,Swanson Middle,History and Social Science,Y,EOC,SOL,               2,              41,              32,              43,              75,     2.67,    54.67,    42.67,    57.33,  404
2021-2022,7,Arlington County ,240,Swanson Middle,Mathematics,N,EOC,SOL,              84,              96,               2,             180,             182,    46.15,    52.75,     1.10,    98.90,  485
2021-2022,7,Arlington County ,240,Swanson Middle,Mathematics,Y,EOC,SOL,               4,              13,               1,              17,              18,    22.22,    72.22,     5.56,    94.44,  464
2021-2022,7,Arlington County ,450,Wakefield High,English:Reading,N,EOC,SOL,             200,             236,              44,             436,             480,    41.67,    49.17,     9.17,    90.83,  483
2021-2022,7,Arlington County ,450,Wakefield High,English:Reading,Y,EOC,SOL,              56,             216,              92,             272,             364,    15.38,    59.34,    25.27,    74.73,  436
2021-2022,7,Arlington County ,450,Wakefield High,English:Writing,N,EOC,SOL,             134,             197,              39,             331,             370,    36.22,    53.24,    10.54,    89.46,  480
