School Year,Division Number,Division Name,School Number,School Name,Subject,Test Level,Test Source,Pass Advanced Count,Pass Proficient Count,Fail Count,Pass Count,Total Count,Pass Advanced Rate,Pass Proficient Rate,Fail Rate,Pass Rate,Average SOL Scaled Score
2021-2022,128,Virginia Beach City ,750,Princess Anne Middle,Science,EOC,SOL,              37,             223,              12,             260,             272,    13.60,    81.99,     4.41,    95.59,  453
2021-2022,128,Virginia Beach City ,850,Salem High,English:Reading,EOC,SOL,             140,             225,              38,             365,             403,    34.74,    55.83,     9.43,    90.57,  474
2021-2022,128,Virginia Beach City ,850,Salem High,English:Writing,EOC,SOL,             137,             206,              61,             343,             404,    33.91,    50.99,    15.10,    84.90,  469
2021-2022,128,Virginia Beach City ,850,Salem High,History and Social Science,EOC,SOL,              44,             340,              99,             384,             483,     9.11,    70.39,    20.50,    79.50,  434
2021-2022,128,Virginia Beach City ,850,Salem High,Mathematics,EOC,SOL,              36,             416,              74,             452,             526,     6.84,    79.09,    14.07,    85.93,  437
2021-2022,128,Virginia Beach City ,850,Salem High,Science,EOC,SOL,              31,             469,             166,             500,             666,     4.65,    70.42,    24.92,    75.08,  422
2021-2022,128,Virginia Beach City ,50,Salem Middle,Mathematics,EOC,SOL,              53,             197,              10,             250,             260,    20.38,    75.77,     3.85,    96.15,  460
2021-2022,128,Virginia Beach City ,50,Salem Middle,Science,EOC,SOL,              34,             130,               0,             164,             164,    20.73,    79.27,      .00,100.00,  468
2021-2022,128,Virginia Beach City ,920,Tallwood High,English:Reading,EOC,SOL,             130,             295,              42,             425,             467,    27.84,    63.17,     8.99,    91.01,  465
2021-2022,128,Virginia Beach City ,920,Tallwood High,English:Writing,EOC,SOL,             127,             264,              92,             391,             483,    26.29,    54.66,    19.05,    80.95,  456
2021-2022,128,Virginia Beach City ,920,Tallwood High,History and Social Science,EOC,SOL,              32,             359,             164,             391,             555,     5.77,    64.68,    29.55,    70.45,  421
2021-2022,128,Virginia Beach City ,920,Tallwood High,Mathematics,EOC,SOL,              25,             438,              59,             463,             522,     4.79,    83.91,    11.30,    88.70,  432
2021-2022,128,Virginia Beach City ,920,Tallwood High,Science,EOC,SOL,              17,             356,             124,             373,             497,     3.42,    71.63,    24.95,    75.05,  415
2021-2022,128,Virginia Beach City ,140,Virginia Beach Middle,Mathematics,EOC,SOL,              27,             132,               1,             159,             160,    16.88,    82.50,      .63,    99.38,  466
2021-2022,128,Virginia Beach City ,140,Virginia Beach Middle,Science,EOC,SOL,              15,              87,               2,             102,             104,    14.42,    83.65,     1.92,    98.08,  454
2021-2022,93,Warren County ,250,Skyline High,English:Reading,EOC,SOL,              30,             136,              41,             166,             207,    14.49,    65.70,    19.81,    80.19,  443
2021-2022,93,Warren County ,250,Skyline High,English:Writing,EOC,SOL,               3,              13,              12,              16,              28,    10.71,    46.43,    42.86,    57.14,  407
2021-2022,93,Warren County ,250,Skyline High,History and Social Science,EOC,SOL,              13,             119,             151,             132,             283,     4.59,    42.05,    53.36,    46.64,  395
2021-2022,93,Warren County ,250,Skyline High,Mathematics,EOC,SOL,               5,             203,              67,             208,             275,     1.82,    73.82,    24.36,    75.64,  416
2021-2022,93,Warren County ,250,Skyline High,Science,EOC,SOL,              14,             134,              76,             148,             224,     6.25,    59.82,    33.93,    66.07,  412
2021-2022,93,Warren County ,260,Skyline Middle,History and Social Science,EOC,SOL,<,<,<,<,<,<,<,>50,<50,
2021-2022,93,Warren County ,260,Skyline Middle,Mathematics,EOC,SOL,               7,              31,               0,              38,              38,    18.42,    81.58,      .00,100.00,  474
2021-2022,93,Warren County ,230,Warren County High,English:Reading,EOC,SOL,              38,             137,              43,             175,             218,    17.43,    62.84,    19.72,    80.28,  445
2021-2022,93,Warren County ,230,Warren County High,English:Writing,EOC,SOL,               1,               4,               5,               5,              10,    10.00,    40.00,    50.00,    50.00,  391
2021-2022,93,Warren County ,230,Warren County High,History and Social Science,EOC,SOL,              26,             142,              96,             168,             264,     9.85,    53.79,    36.36,    63.64,  415
2021-2022,93,Warren County ,230,Warren County High,Mathematics,EOC,SOL,              13,             190,              21,             203,             224,     5.80,    84.82,     9.38,    90.63,  435
2021-2022,93,Warren County ,230,Warren County High,Science,EOC,SOL,              14,             148,              81,             162,             243,     5.76,    60.91,    33.33,    66.67,  414
2021-2022,93,Warren County ,280,Warren County Middle,Mathematics,EOC,SOL,              13,               7,               0,              20,              20,    65.00,    35.00,      .00,100.00,  519
2021-2022,94,Washington County ,1030,Abingdon High,English:Reading,EOC,SOL,              70,             116,              23,             186,             209,    33.49,    55.50,    11.00,    89.00,  464
2021-2022,94,Washington County ,1030,Abingdon High,History and Social Science,EOC,SOL,               1,              23,              33,              24,              57,     1.75,    40.35,    57.89,    42.11,  389
2021-2022,94,Washington County ,1030,Abingdon High,Mathematics,EOC,SOL,               8,             217,              18,             225,             243,     3.29,    89.30,     7.41,    92.59,  440
2021-2022,94,Washington County ,1030,Abingdon High,Science,EOC,SOL,              21,             138,              48,             159,             207,    10.14,    66.67,    23.19,    76.81,  431
2021-2022,94,Washington County ,40,Damascus Middle,History and Social Science,EOC,SOL,               5,              38,              10,              43,              53,     9.43,    71.70,    18.87,    81.13,  434
2021-2022,94,Washington County ,40,Damascus Middle,Mathematics,EOC,SOL,               2,              16,               0,              18,              18,    11.11,    88.89,      .00,100.00,  449
2021-2022,94,Washington County ,1110,E.B. Stanley Middle,History and Social Science,EOC,SOL,              16,             138,              53,             154,             207,     7.73,    66.67,    25.60,    74.40,  431
2021-2022,94,Washington County ,1110,E.B. Stanley Middle,Mathematics,EOC,SOL,              29,              76,               0,             105,             105,    27.62,    72.38,      .00,100.00,  476
2021-2022,94,Washington County ,1090,Glade Spring Middle,History and Social Science,EOC,SOL,               8,              61,              18,              69,              87,     9.20,    70.11,    20.69,    79.31,  425
2021-2022,94,Washington County ,1090,Glade Spring Middle,Mathematics,EOC,SOL,              13,              20,               0,              33,              33,    39.39,    60.61,      .00,100.00,  498
2021-2022,94,Washington County ,1060,Holston High,English:Reading,EOC,SOL,              16,              44,               3,              60,              63,    25.40,    69.84,     4.76,    95.24,  459
2021-2022,94,Washington County ,1060,Holston High,History and Social Science,EOC,SOL,<,<,<,<,<,<,<,<50,>50,  447
2021-2022,94,Washington County ,1060,Holston High,Mathematics,EOC,SOL,               8,              76,               3,              84,              87,     9.20,    87.36,     3.45,    96.55,  446
2021-2022,94,Washington County ,1060,Holston High,Science,EOC,SOL,               5,              40,              14,              45,              59,     8.47,    67.80,    23.73,    76.27,  430
