School Year,Division Number,Division Name,School Number,School Name,Subject,Gender,Test Level,Test Source,Pass Advanced Count,Pass Proficient Count,Fail Count,Pass Count,Total Count,Pass Advanced Rate,Pass Proficient Rate,Fail Rate,Pass Rate,Average SOL Scaled Score
2021-2022,128,Virginia Beach City ,790,Brandon Middle,Mathematics,M,EOC,SOL,               9,              72,               5,              81,              86,    10.47,    83.72,     5.81,    94.19,  442
2021-2022,128,Virginia Beach City ,790,Brandon Middle,Science,F,EOC,SOL,               2,              57,               8,              59,              67,     2.99,    85.07,    11.94,    88.06,  431
2021-2022,128,Virginia Beach City ,790,Brandon Middle,Science,M,EOC,SOL,               7,              50,               5,              57,              62,    11.29,    80.65,     8.06,    91.94,  436
2021-2022,128,Virginia Beach City ,980,Corporate Landing Middle,Mathematics,F,EOC,SOL,              10,              95,               2,             105,             107,     9.35,    88.79,     1.87,    98.13,  453
2021-2022,128,Virginia Beach City ,980,Corporate Landing Middle,Mathematics,M,EOC,SOL,              15,              93,               3,             108,             111,    13.51,    83.78,     2.70,    97.30,  452
2021-2022,128,Virginia Beach City ,980,Corporate Landing Middle,Science,F,EOC,SOL,              10,              50,               2,              60,              62,    16.13,    80.65,     3.23,    96.77,  454
2021-2022,128,Virginia Beach City ,980,Corporate Landing Middle,Science,M,EOC,SOL,               6,              66,               1,              72,              73,     8.22,    90.41,     1.37,    98.63,  460
2021-2022,128,Virginia Beach City ,610,First Colonial High,English:Reading,F,EOC,SOL,              61,             135,              11,             196,             207,    29.47,    65.22,     5.31,    94.69,  471
2021-2022,128,Virginia Beach City ,610,First Colonial High,English:Reading,M,EOC,SOL,              54,             137,              21,             191,             212,    25.47,    64.62,     9.91,    90.09,  465
2021-2022,128,Virginia Beach City ,610,First Colonial High,English:Writing,F,EOC,SOL,              70,             119,              25,             189,             214,    32.71,    55.61,    11.68,    88.32,  472
2021-2022,128,Virginia Beach City ,610,First Colonial High,English:Writing,M,EOC,SOL,              40,             138,              47,             178,             225,    17.78,    61.33,    20.89,    79.11,  445
2021-2022,128,Virginia Beach City ,610,First Colonial High,History and Social Science,F,EOC,SOL,               8,             192,              91,             200,             291,     2.75,    65.98,    31.27,    68.73,  414
2021-2022,128,Virginia Beach City ,610,First Colonial High,History and Social Science,M,EOC,SOL,              17,             161,              80,             178,             258,     6.59,    62.40,    31.01,    68.99,  421
2021-2022,128,Virginia Beach City ,610,First Colonial High,Mathematics,F,EOC,SOL,               9,             213,              39,             222,             261,     3.45,    81.61,    14.94,    85.06,  425
2021-2022,128,Virginia Beach City ,610,First Colonial High,Mathematics,M,EOC,SOL,               6,             200,              48,             206,             254,     2.36,    78.74,    18.90,    81.10,  427
2021-2022,128,Virginia Beach City ,610,First Colonial High,Science,F,EOC,SOL,              13,             188,              40,             201,             241,     5.39,    78.01,    16.60,    83.40,  429
2021-2022,128,Virginia Beach City ,610,First Colonial High,Science,M,EOC,SOL,              15,             143,              49,             158,             207,     7.25,    69.08,    23.67,    76.33,  428
2021-2022,128,Virginia Beach City ,440,Floyd Kellam High,English:Reading,F,EOC,SOL,              95,             138,              11,             233,             244,    38.93,    56.56,     4.51,    95.49,  483
2021-2022,128,Virginia Beach City ,440,Floyd Kellam High,English:Reading,M,EOC,SOL,              83,             156,               9,             239,             248,    33.47,    62.90,     3.63,    96.37,  478
2021-2022,128,Virginia Beach City ,440,Floyd Kellam High,English:Writing,F,EOC,SOL,              93,             129,              20,             222,             242,    38.43,    53.31,     8.26,    91.74,  481
2021-2022,128,Virginia Beach City ,440,Floyd Kellam High,English:Writing,M,EOC,SOL,              56,             162,              27,             218,             245,    22.86,    66.12,    11.02,    88.98,  462
2021-2022,128,Virginia Beach City ,440,Floyd Kellam High,History and Social Science,F,EOC,SOL,              11,             188,              71,             199,             270,     4.07,    69.63,    26.30,    73.70,  422
2021-2022,128,Virginia Beach City ,440,Floyd Kellam High,History and Social Science,M,EOC,SOL,              19,             196,              59,             215,             274,     6.93,    71.53,    21.53,    78.47,  433
2021-2022,128,Virginia Beach City ,440,Floyd Kellam High,Mathematics,F,EOC,SOL,              16,             187,              26,             203,             229,     6.99,    81.66,    11.35,    88.65,  440
2021-2022,128,Virginia Beach City ,440,Floyd Kellam High,Mathematics,M,EOC,SOL,              10,             201,              23,             211,             234,     4.27,    85.90,     9.83,    90.17,  439
2021-2022,128,Virginia Beach City ,440,Floyd Kellam High,Science,F,EOC,SOL,               9,             183,              35,             192,             227,     3.96,    80.62,    15.42,    84.58,  431
2021-2022,128,Virginia Beach City ,440,Floyd Kellam High,Science,M,EOC,SOL,              12,             193,              37,             205,             242,     4.96,    79.75,    15.29,    84.71,  434
2021-2022,128,Virginia Beach City ,30,Frank W. Cox High,English:Reading,F,EOC,SOL,              65,             130,              20,             195,             215,    30.23,    60.47,     9.30,    90.70,  469
2021-2022,128,Virginia Beach City ,30,Frank W. Cox High,English:Reading,M,EOC,SOL,              56,             127,               9,             183,             192,    29.17,    66.15,     4.69,    95.31,  468
2021-2022,128,Virginia Beach City ,30,Frank W. Cox High,English:Writing,F,EOC,SOL,              74,             126,              21,             200,             221,    33.48,    57.01,     9.50,    90.50,  473
2021-2022,128,Virginia Beach City ,30,Frank W. Cox High,English:Writing,M,EOC,SOL,              48,             125,              24,             173,             197,    24.37,    63.45,    12.18,    87.82,  460
2021-2022,128,Virginia Beach City ,30,Frank W. Cox High,History and Social Science,F,EOC,SOL,               9,             142,              81,             151,             232,     3.88,    61.21,    34.91,    65.09,  406
2021-2022,128,Virginia Beach City ,30,Frank W. Cox High,History and Social Science,M,EOC,SOL,              20,             199,              53,             219,             272,     7.35,    73.16,    19.49,    80.51,  430
2021-2022,128,Virginia Beach City ,30,Frank W. Cox High,Mathematics,F,EOC,SOL,              17,             159,              23,             176,             199,     8.54,    79.90,    11.56,    88.44,  439
2021-2022,128,Virginia Beach City ,30,Frank W. Cox High,Mathematics,M,EOC,SOL,              19,             203,              32,             222,             254,     7.48,    79.92,    12.60,    87.40,  433
2021-2022,128,Virginia Beach City ,30,Frank W. Cox High,Science,F,EOC,SOL,              12,             149,              40,             161,             201,     5.97,    74.13,    19.90,    80.10,  417
2021-2022,128,Virginia Beach City ,30,Frank W. Cox High,Science,M,EOC,SOL,              23,             181,              48,             204,             252,     9.13,    71.83,    19.05,    80.95,  433
2021-2022,128,Virginia Beach City ,430,Great Neck Middle,Mathematics,F,EOC,SOL,              38,             129,               4,             167,             171,    22.22,    75.44,     2.34,    97.66,  466
2021-2022,128,Virginia Beach City ,430,Great Neck Middle,Mathematics,M,EOC,SOL,              33,             142,               5,             175,             180,    18.33,    78.89,     2.78,    97.22,  460
2021-2022,128,Virginia Beach City ,430,Great Neck Middle,Science,F,EOC,SOL,              14,              73,               5,              87,              92,    15.22,    79.35,     5.43,    94.57,  457
2021-2022,128,Virginia Beach City ,430,Great Neck Middle,Science,M,EOC,SOL,              17,              69,               1,              86,              87,    19.54,    79.31,     1.15,    98.85,  467
2021-2022,128,Virginia Beach City ,1050,Green Run Collegiate,English:Reading,F,EOC,SOL,               8,              41,               4,              49,              53,    15.09,    77.36,     7.55,    92.45,  462
2021-2022,128,Virginia Beach City ,1050,Green Run Collegiate,English:Reading,M,EOC,SOL,              16,              15,               1,              31,              32,    50.00,    46.88,     3.13,    96.88,  486
2021-2022,128,Virginia Beach City ,1050,Green Run Collegiate,English:Writing,F,EOC,SOL,              16,              80,              20,              96,             116,    13.79,    68.97,    17.24,    82.76,  449
2021-2022,128,Virginia Beach City ,1050,Green Run Collegiate,English:Writing,M,EOC,SOL,              10,              46,               8,              56,              64,    15.63,    71.88,    12.50,    87.50,  454
2021-2022,128,Virginia Beach City ,1050,Green Run Collegiate,History and Social Science,F,EOC,SOL,               1,              29,              17,              30,              47,     2.13,    61.70,    36.17,    63.83,  414
2021-2022,128,Virginia Beach City ,1050,Green Run Collegiate,History and Social Science,M,EOC,SOL,               3,              47,              11,              50,              61,     4.92,    77.05,    18.03,    81.97,  432
2021-2022,128,Virginia Beach City ,1050,Green Run Collegiate,Mathematics,F,EOC,SOL,               5,              39,               6,              44,              50,    10.00,    78.00,    12.00,    88.00,  439
2021-2022,128,Virginia Beach City ,1050,Green Run Collegiate,Mathematics,M,EOC,SOL,               3,              55,               6,              58,              64,     4.69,    85.94,     9.38,    90.63,  437
2021-2022,128,Virginia Beach City ,1050,Green Run Collegiate,Science,F,EOC,SOL,               4,              32,              16,              36,              52,     7.69,    61.54,    30.77,    69.23,  418
2021-2022,128,Virginia Beach City ,1050,Green Run Collegiate,Science,M,EOC,SOL,               1,              48,              14,              49,              63,     1.59,    76.19,    22.22,    77.78,  427
2021-2022,128,Virginia Beach City ,10,Green Run High,English:Reading,F,EOC,SOL,              29,             121,              31,             150,             181,    16.02,    66.85,    17.13,    82.87,  446
2021-2022,128,Virginia Beach City ,10,Green Run High,English:Reading,M,EOC,SOL,              45,             133,              22,             178,             200,    22.50,    66.50,    11.00,    89.00,  458
2021-2022,128,Virginia Beach City ,10,Green Run High,English:Writing,F,EOC,SOL,              21,             107,              43,             128,             171,    12.28,    62.57,    25.15,    74.85,  431
2021-2022,128,Virginia Beach City ,10,Green Run High,English:Writing,M,EOC,SOL,              31,             102,              72,             133,             205,    15.12,    49.76,    35.12,    64.88,  426
2021-2022,128,Virginia Beach City ,10,Green Run High,History and Social Science,F,EOC,SOL,               2,              92,             121,              94,             215,      .93,    42.79,    56.28,    43.72,  392
2021-2022,128,Virginia Beach City ,10,Green Run High,History and Social Science,M,EOC,SOL,               6,             131,             113,             137,             250,     2.40,    52.40,    45.20,    54.80,  403
2021-2022,128,Virginia Beach City ,10,Green Run High,Mathematics,F,EOC,SOL,               5,             161,              39,             166,             205,     2.44,    78.54,    19.02,    80.98,  421
2021-2022,128,Virginia Beach City ,10,Green Run High,Mathematics,M,EOC,SOL,               9,             187,              49,             196,             245,     3.67,    76.33,    20.00,    80.00,  424
2021-2022,128,Virginia Beach City ,10,Green Run High,Science,F,EOC,SOL,               3,             112,              73,             115,             188,     1.60,    59.57,    38.83,    61.17,  402
2021-2022,128,Virginia Beach City ,10,Green Run High,Science,M,EOC,SOL,               8,             114,              72,             122,             194,     4.12,    58.76,    37.11,    62.89,  412
2021-2022,128,Virginia Beach City ,740,Independence Middle,Mathematics,F,EOC,SOL,              16,             101,               2,             117,             119,    13.45,    84.87,     1.68,    98.32,  454
2021-2022,128,Virginia Beach City ,740,Independence Middle,Mathematics,M,EOC,SOL,              23,             107,               2,             130,             132,    17.42,    81.06,     1.52,    98.48,  459
2021-2022,128,Virginia Beach City ,740,Independence Middle,Science,F,EOC,SOL,               4,              64,               3,              68,              71,     5.63,    90.14,     4.23,    95.77,  436
2021-2022,128,Virginia Beach City ,740,Independence Middle,Science,M,EOC,SOL,              13,              67,               1,              80,              81,    16.05,    82.72,     1.23,    98.77,  455
2021-2022,128,Virginia Beach City ,620,Kempsville High,English:Reading,F,EOC,SOL,              49,             144,              27,             193,             220,    22.27,    65.45,    12.27,    87.73,  463
2021-2022,128,Virginia Beach City ,620,Kempsville High,English:Reading,M,EOC,SOL,              46,             176,              23,             222,             245,    18.78,    71.84,     9.39,    90.61,  459
2021-2022,128,Virginia Beach City ,620,Kempsville High,English:Writing,F,EOC,SOL,              45,             137,              43,             182,             225,    20.00,    60.89,    19.11,    80.89,  451
2021-2022,128,Virginia Beach City ,620,Kempsville High,English:Writing,M,EOC,SOL,              44,             144,              60,             188,             248,    17.74,    58.06,    24.19,    75.81,  444
2021-2022,128,Virginia Beach City ,620,Kempsville High,History and Social Science,F,EOC,SOL,              11,             162,             121,             173,             294,     3.74,    55.10,    41.16,    58.84,  411
2021-2022,128,Virginia Beach City ,620,Kempsville High,History and Social Science,M,EOC,SOL,              26,             192,             128,             218,             346,     7.51,    55.49,    36.99,    63.01,  418
2021-2022,128,Virginia Beach City ,620,Kempsville High,Mathematics,F,EOC,SOL,               4,             236,              31,             240,             271,     1.48,    87.08,    11.44,    88.56,  430
2021-2022,128,Virginia Beach City ,620,Kempsville High,Mathematics,M,EOC,SOL,              10,             256,              52,             266,             318,     3.14,    80.50,    16.35,    83.65,  427
2021-2022,128,Virginia Beach City ,620,Kempsville High,Science,F,EOC,SOL,               6,             176,              70,             182,             252,     2.38,    69.84,    27.78,    72.22,  415
2021-2022,128,Virginia Beach City ,620,Kempsville High,Science,M,EOC,SOL,              10,             177,              79,             187,             266,     3.76,    66.54,    29.70,    70.30,  418
2021-2022,128,Virginia Beach City ,690,Kempsville Middle,Mathematics,F,EOC,SOL,              20,              52,               2,              72,              74,    27.03,    70.27,     2.70,    97.30,  463
2021-2022,128,Virginia Beach City ,690,Kempsville Middle,Mathematics,M,EOC,SOL,              30,              74,               2,             104,             106,    28.30,    69.81,     1.89,    98.11,  471
2021-2022,128,Virginia Beach City ,690,Kempsville Middle,Science,F,EOC,SOL,               5,              38,               5,              43,              48,    10.42,    79.17,    10.42,    89.58,  444
2021-2022,128,Virginia Beach City ,690,Kempsville Middle,Science,M,EOC,SOL,               4,              54,               4,              58,              62,     6.45,    87.10,     6.45,    93.55,  453
2021-2022,128,Virginia Beach City ,1030,Landstown High,English:Reading,F,EOC,SOL,              61,             172,              27,             233,             260,    23.46,    66.15,    10.38,    89.62,  462
2021-2022,128,Virginia Beach City ,1030,Landstown High,English:Reading,M,EOC,SOL,              96,             202,              28,             298,             326,    29.45,    61.96,     8.59,    91.41,  473
2021-2022,128,Virginia Beach City ,1030,Landstown High,English:Writing,F,EOC,SOL,              53,             171,              53,             224,             277,    19.13,    61.73,    19.13,    80.87,  448
2021-2022,128,Virginia Beach City ,1030,Landstown High,English:Writing,M,EOC,SOL,              79,             184,              66,             263,             329,    24.01,    55.93,    20.06,    79.94,  455
2021-2022,128,Virginia Beach City ,1030,Landstown High,History and Social Science,F,EOC,SOL,              15,             166,             113,             181,             294,     5.10,    56.46,    38.44,    61.56,  413
2021-2022,128,Virginia Beach City ,1030,Landstown High,History and Social Science,M,EOC,SOL,              38,             233,             111,             271,             382,     9.95,    60.99,    29.06,    70.94,  429
2021-2022,128,Virginia Beach City ,1030,Landstown High,Mathematics,F,EOC,SOL,              18,             219,              48,             237,             285,     6.32,    76.84,    16.84,    83.16,  431
2021-2022,128,Virginia Beach City ,1030,Landstown High,Mathematics,M,EOC,SOL,              33,             268,              53,             301,             354,     9.32,    75.71,    14.97,    85.03,  439
2021-2022,128,Virginia Beach City ,1030,Landstown High,Science,F,EOC,SOL,              13,             124,              57,             137,             194,     6.70,    63.92,    29.38,    70.62,  424
2021-2022,128,Virginia Beach City ,1030,Landstown High,Science,M,EOC,SOL,              35,             184,              54,             219,             273,    12.82,    67.40,    19.78,    80.22,  442
2021-2022,128,Virginia Beach City ,931,Landstown Middle,Mathematics,F,EOC,SOL,              29,             133,               5,             162,             167,    17.37,    79.64,     2.99,    97.01,  460
2021-2022,128,Virginia Beach City ,931,Landstown Middle,Mathematics,M,EOC,SOL,              30,             137,               6,             167,             173,    17.34,    79.19,     3.47,    96.53,  457
2021-2022,128,Virginia Beach City ,931,Landstown Middle,Science,F,EOC,SOL,              12,              79,               1,              91,              92,    13.04,    85.87,     1.09,    98.91,  454
2021-2022,128,Virginia Beach City ,931,Landstown Middle,Science,M,EOC,SOL,              31,              71,               0,             102,             102,    30.39,    69.61,      .00,100.00,  476
2021-2022,128,Virginia Beach City ,970,Larkspur Middle,Mathematics,F,EOC,SOL,               9,             103,               9,             112,             121,     7.44,    85.12,     7.44,    92.56,  440
2021-2022,128,Virginia Beach City ,970,Larkspur Middle,Mathematics,M,EOC,SOL,              18,             129,              10,             147,             157,    11.46,    82.17,     6.37,    93.63,  446
2021-2022,128,Virginia Beach City ,970,Larkspur Middle,Science,F,EOC,SOL,               7,              72,               8,              79,              87,     8.05,    82.76,     9.20,    90.80,  435
2021-2022,128,Virginia Beach City ,970,Larkspur Middle,Science,M,EOC,SOL,               8,              75,              11,              83,              94,     8.51,    79.79,    11.70,    88.30,  433
2021-2022,128,Virginia Beach City ,730,Lynnhaven Middle,Mathematics,F,EOC,SOL,              13,              93,               4,             106,             110,    11.82,    84.55,     3.64,    96.36,  451
2021-2022,128,Virginia Beach City ,730,Lynnhaven Middle,Mathematics,M,EOC,SOL,              11,             101,               2,             112,             114,     9.65,    88.60,     1.75,    98.25,  453
2021-2022,128,Virginia Beach City ,730,Lynnhaven Middle,Science,F,EOC,SOL,               5,              69,               4,              74,              78,     6.41,    88.46,     5.13,    94.87,  445
2021-2022,128,Virginia Beach City ,730,Lynnhaven Middle,Science,M,EOC,SOL,               8,              66,               2,              74,              76,    10.53,    86.84,     2.63,    97.37,  455
2021-2022,128,Virginia Beach City ,960,Ocean Lakes High,English:Reading,F,EOC,SOL,              98,             121,               9,             219,             228,    42.98,    53.07,     3.95,    96.05,  488
2021-2022,128,Virginia Beach City ,960,Ocean Lakes High,English:Reading,M,EOC,SOL,              99,             120,              20,             219,             239,    41.42,    50.21,     8.37,    91.63,  479
2021-2022,128,Virginia Beach City ,960,Ocean Lakes High,English:Writing,F,EOC,SOL,              88,             120,              22,             208,             230,    38.26,    52.17,     9.57,    90.43,  485
2021-2022,128,Virginia Beach City ,960,Ocean Lakes High,English:Writing,M,EOC,SOL,              76,             123,              43,             199,             242,    31.40,    50.83,    17.77,    82.23,  464
2021-2022,128,Virginia Beach City ,960,Ocean Lakes High,History and Social Science,F,EOC,SOL,              30,             196,              56,             226,             282,    10.64,    69.50,    19.86,    80.14,  435
2021-2022,128,Virginia Beach City ,960,Ocean Lakes High,History and Social Science,M,EOC,SOL,              47,             175,              56,             222,             278,    16.91,    62.95,    20.14,    79.86,  444
2021-2022,128,Virginia Beach City ,960,Ocean Lakes High,Mathematics,F,EOC,SOL,              28,             210,              22,             238,             260,    10.77,    80.77,     8.46,    91.54,  445
2021-2022,128,Virginia Beach City ,960,Ocean Lakes High,Mathematics,M,EOC,SOL,              40,             185,              38,             225,             263,    15.21,    70.34,    14.45,    85.55,  443
2021-2022,128,Virginia Beach City ,960,Ocean Lakes High,Science,F,EOC,SOL,              47,             163,              42,             210,             252,    18.65,    64.68,    16.67,    83.33,  443
2021-2022,128,Virginia Beach City ,960,Ocean Lakes High,Science,M,EOC,SOL,              62,             150,              56,             212,             268,    23.13,    55.97,    20.90,    79.10,  448
2021-2022,128,Virginia Beach City ,80,Old Donation School,Mathematics,F,EOC,SOL,             145,             105,               1,             250,             251,    57.77,    42.23,      .40,100.00,  508
2021-2022,128,Virginia Beach City ,80,Old Donation School,Mathematics,M,EOC,SOL,             175,              98,               0,             273,             273,    64.10,    35.90,      .00,100.00,  520
2021-2022,128,Virginia Beach City ,80,Old Donation School,Science,F,EOC,SOL,              66,              63,               1,             129,             130,    50.77,    48.46,      .77,    99.23,  498
2021-2022,128,Virginia Beach City ,80,Old Donation School,Science,M,EOC,SOL,              79,              54,               0,             133,             133,    59.40,    40.60,      .00,100.00,  507
2021-2022,128,Virginia Beach City ,640,Plaza Middle,Mathematics,F,EOC,SOL,              45,             101,               1,             146,             147,    30.61,    68.71,      .68,    99.32,  480
2021-2022,128,Virginia Beach City ,640,Plaza Middle,Mathematics,M,EOC,SOL,              36,             101,               1,             137,             138,    26.09,    73.19,      .72,    99.28,  476
2021-2022,128,Virginia Beach City ,640,Plaza Middle,Science,F,EOC,SOL,              18,              65,               1,              83,              84,    21.43,    77.38,     1.19,    98.81,  467
2021-2022,128,Virginia Beach City ,640,Plaza Middle,Science,M,EOC,SOL,              21,              54,               0,              75,              75,    28.00,    72.00,      .00,100.00,  476
2021-2022,128,Virginia Beach City ,321,Princess Anne High,English:Reading,F,EOC,SOL,             102,             101,               7,             203,             210,    48.57,    48.10,     3.33,    96.67,  492
2021-2022,128,Virginia Beach City ,321,Princess Anne High,English:Reading,M,EOC,SOL,              85,              93,               8,             178,             186,    45.70,    50.00,     4.30,    95.70,  492
2021-2022,128,Virginia Beach City ,321,Princess Anne High,English:Writing,F,EOC,SOL,             100,              95,              16,             195,             211,    47.39,    45.02,     7.58,    92.42,  493
2021-2022,128,Virginia Beach City ,321,Princess Anne High,English:Writing,M,EOC,SOL,              81,              86,              24,             167,             191,    42.41,    45.03,    12.57,    87.43,  479
2021-2022,128,Virginia Beach City ,321,Princess Anne High,History and Social Science,F,EOC,SOL,              19,             181,              69,             200,             269,     7.06,    67.29,    25.65,    74.35,  428
2021-2022,128,Virginia Beach City ,321,Princess Anne High,History and Social Science,M,EOC,SOL,              26,             143,              79,             169,             248,    10.48,    57.66,    31.85,    68.15,  426
2021-2022,128,Virginia Beach City ,321,Princess Anne High,Mathematics,F,EOC,SOL,              36,             171,              27,             207,             234,    15.38,    73.08,    11.54,    88.46,  450
2021-2022,128,Virginia Beach City ,321,Princess Anne High,Mathematics,M,EOC,SOL,              22,             177,              25,             199,             224,     9.82,    79.02,    11.16,    88.84,  439
2021-2022,128,Virginia Beach City ,321,Princess Anne High,Science,F,EOC,SOL,              39,             187,              45,             226,             271,    14.39,    69.00,    16.61,    83.39,  444
2021-2022,128,Virginia Beach City ,321,Princess Anne High,Science,M,EOC,SOL,              34,             164,              60,             198,             258,    13.18,    63.57,    23.26,    76.74,  436
2021-2022,128,Virginia Beach City ,750,Princess Anne Middle,History and Social Science,M,EOC,SOL,<,<,<,<,<,<,<,<50,>50,
2021-2022,128,Virginia Beach City ,750,Princess Anne Middle,Mathematics,F,EOC,SOL,              49,             121,               7,             170,             177,    27.68,    68.36,     3.95,    96.05,  466
2021-2022,128,Virginia Beach City ,750,Princess Anne Middle,Mathematics,M,EOC,SOL,              60,             180,               8,             240,             248,    24.19,    72.58,     3.23,    96.77,  468
2021-2022,128,Virginia Beach City ,750,Princess Anne Middle,Science,F,EOC,SOL,              17,              91,               6,             108,             114,    14.91,    79.82,     5.26,    94.74,  444
2021-2022,128,Virginia Beach City ,750,Princess Anne Middle,Science,M,EOC,SOL,              20,             131,               6,             151,             157,    12.74,    83.44,     3.82,    96.18,  459
2021-2022,128,Virginia Beach City ,850,Salem High,English:Reading,F,EOC,SOL,              79,             129,              18,             208,             226,    34.96,    57.08,     7.96,    92.04,  478
2021-2022,128,Virginia Beach City ,850,Salem High,English:Reading,M,EOC,SOL,              60,              96,              20,             156,             176,    34.09,    54.55,    11.36,    88.64,  469
2021-2022,128,Virginia Beach City ,850,Salem High,English:Writing,F,EOC,SOL,              90,             115,              26,             205,             231,    38.96,    49.78,    11.26,    88.74,  478
2021-2022,128,Virginia Beach City ,850,Salem High,English:Writing,M,EOC,SOL,              46,              91,              35,             137,             172,    26.74,    52.91,    20.35,    79.65,  456
2021-2022,128,Virginia Beach City ,850,Salem High,History and Social Science,F,EOC,SOL,              19,             190,              57,             209,             266,     7.14,    71.43,    21.43,    78.57,  433
2021-2022,128,Virginia Beach City ,850,Salem High,History and Social Science,M,EOC,SOL,              25,             149,              42,             174,             216,    11.57,    68.98,    19.44,    80.56,  436
2021-2022,128,Virginia Beach City ,850,Salem High,Mathematics,F,EOC,SOL,              18,             228,              37,             246,             283,     6.36,    80.57,    13.07,    86.93,  438
2021-2022,128,Virginia Beach City ,850,Salem High,Mathematics,M,EOC,SOL,              18,             187,              37,             205,             242,     7.44,    77.27,    15.29,    84.71,  437
2021-2022,128,Virginia Beach City ,850,Salem High,Science,F,EOC,SOL,              18,             257,              82,             275,             357,     5.04,    71.99,    22.97,    77.03,  424
2021-2022,128,Virginia Beach City ,850,Salem High,Science,M,EOC,SOL,              13,             212,              84,             225,             309,     4.21,    68.61,    27.18,    72.82,  420
2021-2022,128,Virginia Beach City ,50,Salem Middle,Mathematics,F,EOC,SOL,              28,             110,               6,             138,             144,    19.44,    76.39,     4.17,    95.83,  456
2021-2022,128,Virginia Beach City ,50,Salem Middle,Mathematics,M,EOC,SOL,              25,              87,               4,             112,             116,    21.55,    75.00,     3.45,    96.55,  465
2021-2022,128,Virginia Beach City ,50,Salem Middle,Science,F,EOC,SOL,              14,              72,               0,              86,              86,    16.28,    83.72,      .00,100.00,  463
2021-2022,128,Virginia Beach City ,50,Salem Middle,Science,M,EOC,SOL,              20,              58,               0,              78,              78,    25.64,    74.36,      .00,100.00,  473
2021-2022,128,Virginia Beach City ,920,Tallwood High,English:Reading,F,EOC,SOL,              80,             163,              16,             243,             259,    30.89,    62.93,     6.18,    93.82,  473
2021-2022,128,Virginia Beach City ,920,Tallwood High,English:Reading,M,EOC,SOL,              50,             131,              26,             181,             207,    24.15,    63.29,    12.56,    87.44,  456
2021-2022,128,Virginia Beach City ,920,Tallwood High,English:Writing,F,EOC,SOL,              80,             148,              37,             228,             265,    30.19,    55.85,    13.96,    86.04,  467
2021-2022,128,Virginia Beach City ,920,Tallwood High,English:Writing,M,EOC,SOL,              47,             116,              55,             163,             218,    21.56,    53.21,    25.23,    74.77,  442
2021-2022,128,Virginia Beach City ,920,Tallwood High,History and Social Science,F,EOC,SOL,               7,             188,              73,             195,             268,     2.61,    70.15,    27.24,    72.76,  421
2021-2022,128,Virginia Beach City ,920,Tallwood High,History and Social Science,M,EOC,SOL,              25,             169,              91,             194,             285,     8.77,    59.30,    31.93,    68.07,  422
2021-2022,128,Virginia Beach City ,920,Tallwood High,Mathematics,F,EOC,SOL,              12,             216,              19,             228,             247,     4.86,    87.45,     7.69,    92.31,  436
2021-2022,128,Virginia Beach City ,920,Tallwood High,Mathematics,M,EOC,SOL,              13,             221,              40,             234,             274,     4.74,    80.66,    14.60,    85.40,  428
2021-2022,128,Virginia Beach City ,920,Tallwood High,Science,F,EOC,SOL,               7,             199,              52,             206,             258,     2.71,    77.13,    20.16,    79.84,  416
2021-2022,128,Virginia Beach City ,920,Tallwood High,Science,M,EOC,SOL,              10,             155,              72,             165,             237,     4.22,    65.40,    30.38,    69.62,  414
2021-2022,128,Virginia Beach City ,140,Virginia Beach Middle,Mathematics,F,EOC,SOL,              22,              75,               0,              97,              97,    22.68,    77.32,      .00,100.00,  471
2021-2022,128,Virginia Beach City ,140,Virginia Beach Middle,Mathematics,M,EOC,SOL,               5,              57,               1,              62,              63,     7.94,    90.48,     1.59,    98.41,  458
2021-2022,128,Virginia Beach City ,140,Virginia Beach Middle,Science,F,EOC,SOL,               9,              59,               2,              68,              70,    12.86,    84.29,     2.86,    97.14,  453
2021-2022,128,Virginia Beach City ,140,Virginia Beach Middle,Science,M,EOC,SOL,               6,              28,               0,              34,              34,    17.65,    82.35,      .00,100.00,  457
2021-2022,93,Warren County ,250,Skyline High,English:Reading,F,EOC,SOL,              16,              69,              13,              85,              98,    16.33,    70.41,    13.27,    86.73,  451
2021-2022,93,Warren County ,250,Skyline High,English:Reading,M,EOC,SOL,              14,              66,              28,              80,             108,    12.96,    61.11,    25.93,    74.07,  436
2021-2022,93,Warren County ,250,Skyline High,English:Writing,F,EOC,SOL,               2,               5,               5,               7,              12,    16.67,    41.67,    41.67,    58.33,  421
2021-2022,93,Warren County ,250,Skyline High,English:Writing,M,EOC,SOL,               1,               7,               7,               8,              15,     6.67,    46.67,    46.67,    53.33,  396
2021-2022,93,Warren County ,250,Skyline High,History and Social Science,F,EOC,SOL,               4,              62,              69,              66,             135,     2.96,    45.93,    51.11,    48.89,  395
2021-2022,93,Warren County ,250,Skyline High,History and Social Science,M,EOC,SOL,               8,              57,              82,              65,             147,     5.44,    38.78,    55.78,    44.22,  395
2021-2022,93,Warren County ,250,Skyline High,Mathematics,F,EOC,SOL,               1,             106,              30,             107,             137,      .73,    77.37,    21.90,    78.10,  417
2021-2022,93,Warren County ,250,Skyline High,Mathematics,M,EOC,SOL,               4,              96,              36,             100,             136,     2.94,    70.59,    26.47,    73.53,  415
2021-2022,93,Warren County ,250,Skyline High,Science,F,EOC,SOL,               7,              62,              32,              69,             101,     6.93,    61.39,    31.68,    68.32,  419
